age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level
39.0,12.0,12.18,4.32,3.0,14.0,5.0,4.0,15.79,1.82,70.5,High
30.0,17.0,9.68,4.72,2.0,8.0,25.0,5.0,11.8,1.12,55.7,Medium
36.0,12.0,4.42,8.42,3.0,10.0,29.0,1.0,6.2,1.19,10.24,Low
27.0,16.0,5.77,6.05,2.0,1.0,8.0,9.0,7.86,1.08,30.85,Low
23.0,4.0,12.65,7.07,7.0,5.0,13.0,7.0,14.82,0.09,71.77,High
25.0,10.0,9.63,6.64,,13.0,23.0,3.0,,1.36,44.47,Medium
27.0,6.0,13.5,5.89,1.0,13.0,9.0,6.0,15.06,0.72,95.53,High
39.0,9.0,4.72,5.94,2.0,12.0,7.0,6.0,8.83,1.87,26.78,Low
22.0,16.0,6.95,6.78,,4.0,2.0,9.0,10.04,0.37,52.01,Medium
35.0,14.0,5.94,4.71,3.0,8.0,16.0,1.0,8.48,0.6,45.53,Medium
44.0,17.0,9.54,5.94,6.0,10.0,18.0,6.0,11.74,1.01,68.33,Medium
22.0,18.0,7.83,6.23,6.0,6.0,29.0,0.0,10.88,0.95,57.55,Medium
44.0,1.0,5.57,8.93,0.0,1.0,2.0,1.0,7.84,0.8,9.45,Low
37.0,3.0,10.43,5.76,6.0,11.0,13.0,4.0,13.15,0.63,50.4,Medium
33.0,2.0,9.36,7.22,,4.0,27.0,7.0,13.32,0.29,40.73,Medium
37.0,6.0,6.75,4.69,4.0,1.0,5.0,6.0,10.25,1.64,35.57,Medium
21.0,17.0,8.8,4.33,4.0,13.0,,2.0,12.79,0.9,59.17,Medium
41.0,9.0,11.46,8.36,1.0,6.0,18.0,9.0,15.31,1.15,66.29,Medium
22.0,6.0,6.05,7.65,5.0,4.0,17.0,8.0,10.31,1.09,42.8,Medium
35.0,7.0,6.93,5.59,1.0,3.0,11.0,4.0,8.74,1.15,11.56,Low
28.0,5.0,7.46,6.52,6.0,9.0,14.0,2.0,12.44,1.41,51.94,Medium
23.0,0.0,,4.68,0.0,15.0,24.0,6.0,14.37,1.26,99.69,High
20.0,3.0,12.47,7.54,6.0,5.0,5.0,3.0,16.34,0.55,46.86,Medium
23.0,13.0,7.76,4.35,4.0,5.0,20.0,0.0,11.47,1.11,30.11,Low
20.0,16.0,6.97,7.79,7.0,8.0,11.0,4.0,10.23,0.49,40.05,Medium
33.0,19.0,12.89,6.73,2.0,0.0,18.0,7.0,17.87,1.18,69.17,Medium
40.0,17.0,13.99,5.39,4.0,15.0,6.0,3.0,15.86,0.86,100.0,High
35.0,10.0,10.7,8.31,5.0,16.0,22.0,6.0,13.39,0.08,75.55,High
39.0,13.0,13.9,8.93,1.0,12.0,19.0,7.0,15.41,1.47,68.85,Medium
43.0,8.0,10.6,5.27,3.0,5.0,9.0,8.0,12.33,0.55,79.34,High
27.0,14.0,11.33,8.03,6.0,1.0,17.0,8.0,15.18,1.84,51.25,Medium
26.0,11.0,7.89,7.75,0.0,7.0,1.0,4.0,8.91,0.56,33.93,Low
22.0,9.0,8.33,7.74,5.0,3.0,12.0,5.0,12.89,1.99,41.33,Medium
36.0,18.0,5.44,8.79,4.0,8.0,14.0,6.0,8.97,0.93,36.72,Medium
20.0,18.0,12.23,6.43,2.0,6.0,27.0,9.0,14.99,0.05,81.09,High
35.0,5.0,13.31,7.37,5.0,0.0,23.0,1.0,15.64,0.15,36.22,Medium
31.0,19.0,,8.12,7.0,13.0,3.0,8.0,11.74,0.16,87.89,High
38.0,5.0,7.44,6.4,7.0,1.0,6.0,0.0,12.13,0.11,36.98,Medium
41.0,7.0,5.54,6.41,,7.0,2.0,5.0,9.39,0.54,39.9,Medium
42.0,0.0,6.65,,2.0,10.0,24.0,5.0,9.0,0.65,32.91,Low
41.0,16.0,6.55,7.9,0.0,4.0,15.0,6.0,7.83,,34.26,Low
,16.0,10.14,7.43,7.0,17.0,25.0,,12.44,0.88,60.52,
25.0,14.0,13.45,6.26,2.0,11.0,8.0,5.0,15.19,0.73,55.54,Medium
25.0,6.0,4.48,6.1,2.0,19.0,22.0,5.0,8.63,1.27,47.11,Medium
32.0,18.0,,4.36,7.0,18.0,22.0,8.0,7.89,0.39,63.2,Medium
,2.0,10.0,4.03,4.0,4.0,16.0,,12.99,1.83,61.71,Medium
41.0,10.0,6.84,6.64,0.0,6.0,25.0,4.0,11.38,1.03,14.01,Low
27.0,19.0,12.81,6.09,7.0,1.0,7.0,6.0,14.53,1.25,65.33,Medium
21.0,18.0,7.27,7.98,7.0,16.0,17.0,6.0,10.08,0.08,51.79,Medium
40.0,8.0,6.9,6.71,3.0,12.0,23.0,4.0,10.74,1.12,37.3,Medium
20.0,9.0,6.7,8.68,7.0,10.0,26.0,6.0,7.97,0.74,50.44,Medium
34.0,1.0,5.45,4.98,3.0,4.0,12.0,2.0,7.94,1.85,35.78,Medium
20.0,0.0,9.82,8.95,2.0,12.0,1.0,6.0,13.11,1.77,47.65,Medium
24.0,15.0,5.68,5.49,5.0,12.0,0.0,5.0,8.15,1.28,48.91,Medium
35.0,17.0,8.25,7.21,7.0,7.0,15.0,5.0,11.17,1.54,55.69,Medium
38.0,16.0,,6.51,1.0,10.0,15.0,1.0,12.04,1.29,,Medium
23.0,5.0,4.2,5.8,0.0,7.0,10.0,1.0,6.67,0.03,19.21,Low
22.0,13.0,4.17,4.7,6.0,9.0,23.0,6.0,5.59,1.41,49.99,Medium
36.0,14.0,9.2,4.67,1.0,10.0,3.0,0.0,10.76,,43.76,Medium
36.0,13.0,10.96,7.56,0.0,0.0,10.0,8.0,14.07,1.37,33.84,Low
31.0,2.0,13.42,5.89,0.0,6.0,25.0,2.0,15.12,0.02,64.23,Medium
33.0,18.0,5.79,8.81,4.0,7.0,5.0,5.0,10.35,0.62,4.31,Low
40.0,11.0,5.03,5.63,7.0,5.0,25.0,2.0,9.37,1.03,6.95,Low
25.0,1.0,4.52,8.92,2.0,13.0,28.0,8.0,6.92,0.67,52.52,Medium
22.0,2.0,8.36,5.03,4.0,19.0,10.0,9.0,12.68,1.39,99.08,High
28.0,17.0,10.23,4.51,7.0,6.0,25.0,6.0,13.36,1.05,65.06,Medium
24.0,0.0,12.41,5.56,5.0,2.0,0.0,0.0,14.05,1.92,31.91,Low
43.0,19.0,10.83,8.43,6.0,1.0,8.0,3.0,14.29,0.72,45.25,Medium
36.0,5.0,6.08,6.61,1.0,17.0,26.0,4.0,9.8,1.44,51.79,Medium
33.0,4.0,8.62,4.68,,2.0,6.0,6.0,9.96,1.67,31.11,Low
40.0,0.0,13.1,5.01,3.0,13.0,20.0,6.0,15.36,0.51,91.64,High
22.0,18.0,7.27,5.56,5.0,17.0,21.0,4.0,8.29,1.51,44.54,Medium
20.0,0.0,8.99,6.95,6.0,12.0,2.0,0.0,11.26,0.79,44.81,Medium
39.0,15.0,13.59,5.66,5.0,7.0,28.0,4.0,15.93,0.26,77.65,High
40.0,11.0,11.35,7.74,7.0,3.0,8.0,4.0,14.87,0.01,59.37,Medium
42.0,7.0,11.48,7.08,4.0,14.0,1.0,3.0,13.28,1.49,88.79,High
20.0,15.0,6.52,8.37,7.0,11.0,27.0,5.0,7.64,0.37,36.48,Medium
22.0,0.0,8.15,,4.0,13.0,9.0,7.0,10.41,0.1,84.27,High
37.0,3.0,4.82,5.66,5.0,19.0,16.0,9.0,9.12,0.99,65.69,Medium
44.0,9.0,10.07,,4.0,6.0,29.0,4.0,12.67,0.69,36.15,Medium
29.0,10.0,5.04,5.78,3.0,11.0,0.0,7.0,7.7,1.38,54.62,Medium
41.0,16.0,12.36,6.14,7.0,8.0,25.0,4.0,,0.21,71.21,High
22.0,6.0,12.15,8.05,6.0,9.0,17.0,2.0,16.16,0.27,54.29,Medium
27.0,11.0,9.34,4.44,6.0,7.0,5.0,7.0,12.26,0.81,77.97,High
33.0,6.0,5.41,5.93,4.0,19.0,5.0,3.0,6.78,1.04,57.85,Medium
43.0,11.0,4.26,4.43,4.0,1.0,8.0,2.0,6.09,1.65,6.04,Low
37.0,14.0,11.97,4.7,6.0,15.0,9.0,2.0,13.72,1.17,100.0,High
34.0,1.0,10.0,4.02,5.0,17.0,14.0,5.0,13.03,1.81,78.85,High
41.0,13.0,11.11,4.05,6.0,19.0,3.0,7.0,12.23,0.44,92.22,High
42.0,12.0,7.04,5.9,5.0,9.0,7.0,9.0,9.17,1.19,48.92,Medium
21.0,3.0,9.09,8.05,4.0,5.0,3.0,4.0,12.52,1.31,24.65,Low
29.0,13.0,11.47,6.94,4.0,5.0,2.0,0.0,13.89,1.45,36.59,Medium
21.0,13.0,8.63,7.17,7.0,19.0,3.0,0.0,12.46,1.98,70.87,High
36.0,15.0,10.01,6.6,7.0,12.0,0.0,2.0,12.57,0.94,44.79,Medium
27.0,6.0,,8.1,5.0,18.0,8.0,5.0,16.82,0.74,100.0,High
20.0,18.0,6.15,8.4,1.0,16.0,10.0,1.0,11.01,1.7,18.54,Low
28.0,1.0,4.66,8.25,2.0,1.0,20.0,0.0,8.86,0.35,0.0,Low
30.0,9.0,9.32,8.06,1.0,17.0,22.0,6.0,14.14,0.07,59.94,Medium
41.0,17.0,4.62,4.91,4.0,6.0,18.0,1.0,6.44,0.89,,Low
35.0,16.0,11.67,6.97,0.0,13.0,20.0,7.0,15.67,0.49,72.36,High
26.0,4.0,11.19,6.91,0.0,14.0,28.0,1.0,13.48,0.79,53.84,Medium
29.0,11.0,12.82,6.64,3.0,7.0,25.0,0.0,16.72,1.97,50.36,Medium
42.0,5.0,10.4,6.4,1.0,8.0,29.0,9.0,12.9,0.7,46.7,Medium
22.0,8.0,4.67,4.45,,10.0,19.0,1.0,6.83,1.42,29.84,Low
37.0,19.0,6.53,4.51,7.0,2.0,6.0,1.0,11.37,0.5,37.8,Medium
44.0,0.0,12.08,8.51,3.0,19.0,4.0,6.0,13.92,0.61,84.46,High
43.0,14.0,5.67,7.15,3.0,13.0,1.0,0.0,9.7,0.49,26.41,Low
32.0,5.0,10.98,5.31,0.0,7.0,18.0,2.0,14.68,1.14,42.7,
26.0,18.0,11.8,5.4,1.0,2.0,23.0,4.0,14.01,0.45,63.59,Medium
44.0,17.0,7.3,7.05,2.0,17.0,2.0,6.0,10.13,1.44,61.71,
23.0,5.0,7.22,6.03,6.0,13.0,14.0,5.0,8.79,1.36,55.89,Medium
32.0,12.0,9.58,6.21,5.0,19.0,6.0,7.0,14.26,0.84,92.93,
39.0,0.0,12.61,4.3,1.0,7.0,4.0,0.0,17.48,0.05,70.75,High
20.0,12.0,6.24,4.69,7.0,,22.0,6.0,10.17,0.05,62.39,Medium
27.0,6.0,13.41,5.97,3.0,7.0,9.0,8.0,17.81,1.07,86.75,High
33.0,14.0,9.99,7.5,4.0,4.0,8.0,6.0,11.32,1.68,37.04,Medium
35.0,11.0,13.92,4.24,3.0,11.0,22.0,5.0,16.46,1.2,100.0,High
33.0,0.0,4.9,5.67,1.0,1.0,13.0,8.0,7.22,0.87,15.83,Low
31.0,14.0,5.27,7.48,0.0,16.0,21.0,3.0,8.53,1.76,28.28,Low
38.0,3.0,12.27,7.96,6.0,12.0,27.0,9.0,14.0,0.39,93.22,High
42.0,12.0,12.65,4.95,1.0,13.0,12.0,5.0,15.9,0.72,64.2,Medium
34.0,4.0,8.45,7.66,2.0,8.0,0.0,5.0,12.07,1.13,20.03,Low
21.0,1.0,11.14,8.78,5.0,8.0,15.0,9.0,12.67,0.58,66.4,Medium
21.0,0.0,12.68,8.53,5.0,8.0,19.0,2.0,14.21,2.0,67.99,Medium
42.0,15.0,4.43,7.95,4.0,19.0,7.0,6.0,5.57,0.9,47.94,Medium
41.0,5.0,9.74,7.56,4.0,5.0,16.0,0.0,13.78,0.1,40.69,Medium
38.0,15.0,12.53,5.18,3.0,11.0,5.0,7.0,14.85,0.35,57.93,Medium
44.0,13.0,7.98,7.17,1.0,9.0,1.0,7.0,9.88,1.06,55.22,Medium
41.0,2.0,7.02,7.22,5.0,4.0,12.0,7.0,11.13,1.1,44.61,Medium
41.0,14.0,11.96,6.03,0.0,17.0,24.0,8.0,13.53,1.97,90.38,High
36.0,2.0,7.36,6.47,2.0,6.0,7.0,3.0,10.07,1.2,30.31,Low
39.0,1.0,4.03,7.47,3.0,12.0,24.0,5.0,8.01,1.33,15.82,Low
29.0,0.0,13.6,8.76,1.0,0.0,8.0,6.0,16.9,0.43,43.23,Medium
25.0,8.0,,5.48,0.0,5.0,29.0,1.0,13.14,0.21,30.52,Low
34.0,8.0,12.2,5.23,1.0,7.0,12.0,5.0,13.83,1.2,70.51,High
41.0,6.0,12.25,7.01,0.0,8.0,17.0,7.0,13.97,1.73,59.22,Medium
30.0,2.0,4.66,4.65,7.0,6.0,17.0,3.0,7.99,1.17,42.12,Medium
24.0,17.0,5.71,6.91,6.0,9.0,8.0,4.0,,0.89,44.68,Medium
20.0,10.0,7.11,4.44,1.0,7.0,1.0,7.0,11.59,1.16,66.54,Medium
27.0,6.0,7.21,6.45,1.0,1.0,3.0,2.0,9.61,0.94,16.61,Low
40.0,,10.59,7.1,7.0,17.0,17.0,5.0,,,83.88,High
31.0,0.0,10.23,4.35,6.0,14.0,16.0,0.0,12.26,1.48,,Medium
31.0,13.0,8.95,5.03,5.0,5.0,11.0,3.0,13.46,1.07,21.58,Low
24.0,19.0,6.11,5.68,3.0,13.0,15.0,5.0,9.68,0.8,47.09,Medium
26.0,5.0,7.82,5.84,1.0,17.0,12.0,2.0,10.62,1.12,58.22,Medium
23.0,6.0,9.44,7.38,1.0,2.0,10.0,0.0,12.78,0.48,18.28,Low
25.0,9.0,8.68,6.65,3.0,0.0,13.0,5.0,11.2,0.86,30.96,Low
32.0,6.0,5.27,5.91,3.0,0.0,9.0,2.0,8.13,1.24,5.43,Low
39.0,1.0,10.5,6.25,4.0,13.0,22.0,7.0,12.93,0.45,96.02,High
34.0,3.0,4.73,4.06,4.0,0.0,27.0,6.0,7.37,,28.55,Low
22.0,16.0,7.78,7.85,5.0,0.0,26.0,6.0,10.04,1.04,28.64,Low
42.0,,11.1,4.21,3.0,3.0,20.0,7.0,12.41,1.72,87.19,High
27.0,9.0,4.2,8.15,6.0,11.0,18.0,6.0,5.35,1.69,18.71,Low
39.0,18.0,9.7,6.7,2.0,14.0,23.0,4.0,11.4,0.99,53.81,Medium
35.0,14.0,7.35,6.64,5.0,3.0,20.0,9.0,9.36,0.39,40.29,Medium
32.0,9.0,4.09,7.52,0.0,9.0,16.0,7.0,8.65,1.47,14.2,Low
37.0,18.0,5.9,8.3,7.0,10.0,8.0,7.0,9.34,0.84,59.44,
29.0,11.0,13.41,8.71,3.0,5.0,13.0,,18.24,1.19,53.07,Medium
38.0,15.0,9.21,6.72,4.0,9.0,29.0,9.0,11.57,0.21,71.28,High
36.0,8.0,13.97,4.75,7.0,11.0,4.0,5.0,16.58,1.26,100.0,High
43.0,14.0,9.25,8.39,1.0,2.0,2.0,1.0,13.13,0.75,24.7,Low
38.0,16.0,9.44,4.2,3.0,14.0,21.0,7.0,12.75,0.67,75.31,High
,13.0,7.92,8.04,3.0,15.0,7.0,9.0,11.03,1.96,66.1,Medium
24.0,17.0,7.1,7.4,4.0,9.0,17.0,0.0,10.4,0.86,22.84,Low
40.0,1.0,6.52,8.52,4.0,10.0,26.0,8.0,9.86,1.36,43.67,Medium
42.0,3.0,7.43,8.49,2.0,15.0,29.0,8.0,11.49,1.26,43.99,Medium
28.0,17.0,8.6,4.27,5.0,16.0,2.0,5.0,12.27,0.21,68.61,Medium
31.0,6.0,5.92,7.05,4.0,13.0,22.0,9.0,10.75,1.5,58.28,Medium
40.0,12.0,6.25,4.62,4.0,15.0,1.0,5.0,11.04,0.65,86.25,High
20.0,14.0,6.72,4.39,4.0,13.0,26.0,5.0,9.41,1.6,53.63,Medium
20.0,0.0,8.49,6.24,7.0,5.0,10.0,3.0,9.63,1.22,43.97,Medium
34.0,10.0,10.53,4.49,5.0,9.0,27.0,0.0,11.57,0.63,65.57,Medium
21.0,9.0,12.56,7.64,1.0,16.0,4.0,0.0,14.05,0.71,73.23,High
41.0,4.0,6.87,8.84,3.0,9.0,24.0,0.0,8.17,1.46,26.74,Low
35.0,15.0,5.84,6.85,3.0,9.0,29.0,4.0,8.33,1.1,37.64,Medium
44.0,10.0,7.79,5.18,4.0,13.0,6.0,6.0,9.0,1.34,61.78,Medium
27.0,5.0,12.94,8.22,6.0,19.0,,0.0,16.44,,87.02,High
32.0,8.0,4.1,8.27,6.0,16.0,13.0,,5.86,1.57,27.48,Low
,12.0,10.78,7.66,5.0,8.0,28.0,5.0,13.84,0.64,60.45,Medium
20.0,7.0,8.77,7.08,2.0,14.0,18.0,1.0,10.18,1.24,53.46,Medium
35.0,13.0,5.61,8.34,4.0,6.0,1.0,1.0,9.92,0.23,20.81,Low
26.0,0.0,7.21,4.82,7.0,1.0,25.0,6.0,11.33,0.64,40.57,Medium
24.0,16.0,6.25,8.66,5.0,,8.0,8.0,8.8,1.3,19.46,Low
41.0,4.0,12.78,8.74,5.0,19.0,24.0,7.0,17.42,0.55,79.28,High
42.0,1.0,8.82,,7.0,17.0,24.0,1.0,10.56,1.76,43.44,Medium
22.0,8.0,9.63,5.25,2.0,10.0,9.0,6.0,13.89,1.32,62.86,Medium
31.0,3.0,9.94,8.29,5.0,4.0,18.0,4.0,13.12,1.74,48.09,Medium
35.0,16.0,10.4,6.49,7.0,7.0,16.0,9.0,12.72,0.79,75.93,High
38.0,16.0,8.96,6.97,3.0,19.0,24.0,3.0,10.3,0.07,72.52,High
24.0,17.0,4.18,8.2,2.0,4.0,6.0,9.0,5.87,,27.36,Low
41.0,15.0,7.35,4.15,2.0,1.0,17.0,3.0,11.8,0.68,19.59,Low
44.0,7.0,5.84,5.81,0.0,4.0,5.0,3.0,9.27,0.9,14.14,Low
33.0,10.0,10.8,8.08,2.0,2.0,26.0,8.0,12.75,1.36,35.25,Medium
24.0,17.0,4.57,8.07,2.0,11.0,8.0,6.0,7.55,1.4,24.2,Low
34.0,9.0,9.64,8.24,7.0,18.0,7.0,6.0,11.07,0.06,85.59,High
36.0,12.0,6.11,4.85,1.0,6.0,26.0,3.0,7.51,1.54,27.23,Low
33.0,16.0,13.49,7.53,3.0,18.0,27.0,8.0,18.12,0.99,90.15,High
39.0,17.0,7.36,4.73,4.0,3.0,21.0,7.0,10.19,1.11,52.79,Medium
24.0,9.0,7.25,7.93,7.0,13.0,21.0,9.0,9.7,0.6,71.16,High
31.0,15.0,13.23,5.23,0.0,18.0,23.0,3.0,18.03,0.84,90.32,High
35.0,19.0,8.17,7.69,2.0,17.0,8.0,5.0,10.77,1.42,57.55,Medium
35.0,4.0,13.63,6.28,1.0,6.0,,3.0,15.97,1.55,50.77,Medium
40.0,12.0,4.24,8.93,1.0,14.0,0.0,0.0,6.33,0.77,0.0,Low
26.0,17.0,7.06,6.9,7.0,0.0,1.0,4.0,10.32,1.38,30.69,Low
23.0,16.0,10.66,7.16,5.0,11.0,21.0,,13.89,0.52,85.3,High
20.0,8.0,12.91,,4.0,18.0,23.0,2.0,13.97,1.66,83.66,High
24.0,13.0,6.56,7.67,4.0,5.0,3.0,0.0,10.18,1.22,35.06,Medium
42.0,16.0,13.3,6.47,6.0,12.0,27.0,1.0,17.45,1.55,67.28,Medium
29.0,3.0,9.94,4.09,3.0,5.0,19.0,1.0,13.4,0.95,51.02,Medium
41.0,17.0,12.01,7.04,6.0,12.0,28.0,7.0,16.49,0.46,87.71,High
24.0,19.0,7.97,8.15,5.0,14.0,17.0,3.0,10.08,0.86,49.62,Medium
23.0,14.0,6.12,5.18,2.0,15.0,9.0,2.0,7.89,0.76,35.43,
21.0,10.0,13.11,5.11,1.0,7.0,0.0,3.0,16.9,0.67,64.06,Medium
39.0,11.0,13.33,7.04,0.0,12.0,9.0,9.0,15.08,0.42,97.02,High
29.0,8.0,8.98,8.09,3.0,12.0,8.0,0.0,10.34,1.52,40.84,Medium
38.0,12.0,4.06,5.25,7.0,19.0,22.0,0.0,5.45,0.17,58.97,Medium
20.0,14.0,5.1,8.66,2.0,19.0,24.0,4.0,9.17,1.78,29.88,Low
43.0,14.0,9.73,8.64,5.0,11.0,12.0,6.0,10.84,0.35,71.59,High
24.0,4.0,4.24,,4.0,18.0,14.0,8.0,6.4,1.96,48.45,Medium
32.0,18.0,7.97,5.32,5.0,16.0,17.0,6.0,9.49,1.98,66.71,Medium
23.0,19.0,7.03,7.5,2.0,2.0,25.0,4.0,11.05,0.8,10.96,Low
35.0,13.0,11.14,8.76,5.0,14.0,12.0,2.0,14.15,1.98,72.5,High
43.0,16.0,4.56,7.55,4.0,16.0,4.0,7.0,6.38,1.74,46.51,Medium
35.0,17.0,8.89,6.22,2.0,5.0,1.0,6.0,12.89,0.16,60.23,Medium
42.0,2.0,9.79,4.85,0.0,,25.0,3.0,13.79,1.89,69.12,Medium
21.0,1.0,10.17,6.31,6.0,11.0,6.0,0.0,13.26,0.09,64.49,
36.0,0.0,8.05,7.03,3.0,3.0,8.0,2.0,10.15,0.36,17.89,Low
39.0,9.0,7.04,5.65,5.0,11.0,18.0,7.0,10.39,1.17,59.11,Medium
43.0,18.0,10.82,6.55,4.0,1.0,13.0,1.0,15.55,0.16,29.29,Low
31.0,16.0,,,0.0,6.0,16.0,8.0,13.69,0.32,73.53,High
37.0,11.0,10.94,6.26,1.0,15.0,19.0,3.0,13.01,1.91,61.35,Medium
22.0,0.0,13.32,4.45,0.0,11.0,19.0,6.0,15.46,1.99,69.47,Medium
20.0,11.0,11.17,4.25,0.0,15.0,10.0,9.0,14.7,1.6,74.85,High
20.0,16.0,11.65,8.29,0.0,13.0,21.0,6.0,15.25,1.03,51.69,Medium
38.0,2.0,5.68,5.03,7.0,0.0,4.0,7.0,7.51,1.8,40.44,Medium
30.0,10.0,8.2,6.88,4.0,8.0,11.0,6.0,10.06,0.22,51.04,Medium
24.0,16.0,8.85,4.74,7.0,6.0,28.0,3.0,13.56,1.89,37.76,Medium
31.0,2.0,6.56,5.31,1.0,4.0,20.0,6.0,10.59,0.7,35.25,Medium
22.0,7.0,9.29,5.81,3.0,9.0,8.0,4.0,14.03,1.72,57.51,Medium
,19.0,6.91,4.72,0.0,9.0,28.0,9.0,11.23,1.34,52.49,Medium
20.0,3.0,10.88,4.23,4.0,17.0,26.0,6.0,13.49,1.92,73.3,High
27.0,6.0,8.7,8.39,4.0,6.0,16.0,2.0,10.19,1.73,25.12,Low
29.0,13.0,8.59,4.06,3.0,17.0,7.0,9.0,12.11,1.78,76.33,High
30.0,13.0,13.84,4.31,6.0,,23.0,6.0,16.25,1.26,100.0,High
31.0,3.0,7.92,8.03,2.0,10.0,26.0,6.0,10.62,1.67,36.93,Medium
32.0,15.0,7.62,5.41,1.0,9.0,7.0,1.0,10.32,1.51,33.55,Low
31.0,0.0,7.19,7.61,1.0,8.0,28.0,7.0,11.94,0.32,25.13,Low
33.0,16.0,12.95,4.73,5.0,14.0,11.0,6.0,14.23,1.3,95.49,High
21.0,9.0,8.97,5.19,0.0,13.0,29.0,8.0,10.74,0.3,69.36,Medium
38.0,15.0,10.0,6.86,2.0,2.0,28.0,3.0,13.43,1.74,21.41,Low
37.0,15.0,5.81,8.94,6.0,13.0,18.0,8.0,10.35,0.13,54.67,Medium
22.0,7.0,9.41,4.37,1.0,15.0,9.0,0.0,14.08,1.97,48.0,Medium
42.0,6.0,6.75,6.0,6.0,2.0,23.0,4.0,9.98,0.8,32.45,Low
36.0,5.0,11.31,4.22,5.0,7.0,1.0,9.0,12.45,0.34,78.47,High
27.0,15.0,12.33,5.0,0.0,1.0,23.0,6.0,14.78,1.87,53.16,Medium
29.0,19.0,11.15,8.54,2.0,1.0,27.0,3.0,15.83,0.09,16.99,Low
21.0,15.0,11.3,4.48,4.0,17.0,7.0,6.0,14.3,0.94,91.23,High
38.0,6.0,9.12,8.28,0.0,6.0,13.0,8.0,13.03,1.54,39.69,Medium
28.0,8.0,11.12,4.89,2.0,16.0,18.0,4.0,13.2,0.63,96.92,High
26.0,13.0,8.23,8.31,3.0,5.0,3.0,4.0,9.33,1.06,27.12,Low
23.0,10.0,10.51,6.69,1.0,9.0,8.0,1.0,13.82,1.4,56.87,Medium
40.0,13.0,6.59,8.39,6.0,6.0,12.0,4.0,10.93,1.9,36.38,Medium
37.0,6.0,4.7,4.76,0.0,3.0,8.0,7.0,9.66,0.21,28.31,Low
32.0,0.0,8.13,7.81,5.0,10.0,25.0,3.0,12.52,0.31,46.13,Medium
30.0,,8.62,7.4,4.0,15.0,12.0,1.0,11.84,1.02,37.72,Medium
43.0,19.0,6.56,6.71,5.0,16.0,24.0,7.0,9.99,0.84,58.0,Medium
23.0,2.0,11.28,8.05,6.0,5.0,15.0,3.0,15.58,,52.55,Medium
44.0,19.0,4.74,7.24,0.0,19.0,25.0,4.0,5.82,,37.72,Medium
40.0,3.0,6.23,8.39,1.0,18.0,21.0,6.0,11.04,1.12,55.97,Medium
44.0,10.0,11.49,,1.0,19.0,0.0,4.0,14.61,1.77,82.67,High
23.0,1.0,8.37,6.95,2.0,17.0,7.0,9.0,13.18,0.32,79.54,High
29.0,13.0,11.05,8.35,5.0,14.0,28.0,3.0,15.11,0.43,72.68,High
24.0,11.0,9.67,5.07,,1.0,8.0,6.0,11.28,1.34,54.77,Medium
,16.0,13.51,6.43,4.0,18.0,23.0,3.0,15.17,0.11,94.15,High
43.0,11.0,9.98,8.8,6.0,5.0,12.0,9.0,12.39,1.35,49.21,Medium
22.0,11.0,4.15,6.37,2.0,11.0,16.0,3.0,6.21,0.63,45.24,Medium
36.0,0.0,7.53,5.26,4.0,0.0,27.0,1.0,10.29,0.72,30.22,Low
22.0,12.0,5.43,5.76,7.0,,21.0,4.0,8.85,0.81,49.35,Medium
35.0,13.0,13.25,8.43,0.0,18.0,24.0,7.0,16.0,0.7,77.99,High
23.0,1.0,5.04,8.77,0.0,3.0,8.0,3.0,6.27,1.68,20.62,Low
37.0,11.0,7.88,8.75,7.0,18.0,6.0,1.0,12.78,1.89,40.65,Medium
36.0,15.0,6.26,7.49,5.0,5.0,22.0,8.0,8.96,1.1,40.13,Medium
,3.0,12.47,6.55,6.0,7.0,19.0,5.0,16.87,1.16,72.03,High
43.0,7.0,7.09,4.91,2.0,8.0,22.0,2.0,8.39,0.14,27.48,Low
42.0,1.0,13.92,4.62,7.0,9.0,9.0,9.0,18.16,1.43,100.0,High
24.0,9.0,4.39,4.3,,9.0,20.0,4.0,6.08,1.17,44.22,Medium
31.0,8.0,5.28,4.09,3.0,9.0,26.0,5.0,9.0,0.1,37.78,Medium
36.0,14.0,6.25,8.39,1.0,3.0,25.0,8.0,9.9,0.4,34.96,Low
42.0,12.0,12.11,8.05,7.0,17.0,4.0,4.0,16.75,0.4,76.61,High
32.0,16.0,12.79,6.84,6.0,11.0,16.0,8.0,15.07,0.34,89.63,High
42.0,15.0,4.71,8.99,2.0,10.0,1.0,0.0,6.15,1.32,0.0,Low
44.0,1.0,4.32,8.77,7.0,15.0,8.0,9.0,8.78,1.86,54.25,Medium
22.0,19.0,11.45,7.28,6.0,18.0,1.0,3.0,13.78,1.53,82.46,High
28.0,19.0,5.33,6.32,7.0,10.0,9.0,0.0,7.26,0.95,19.28,Low
36.0,13.0,5.33,4.76,2.0,3.0,26.0,1.0,8.27,0.81,10.58,Low
36.0,2.0,4.22,6.58,0.0,11.0,11.0,1.0,5.8,0.77,10.1,Low
39.0,11.0,4.5,4.79,1.0,16.0,1.0,9.0,6.69,1.2,64.8,Medium
35.0,7.0,6.64,5.99,6.0,12.0,14.0,4.0,9.18,0.72,46.49,Medium
